기사 타이틀,본문
"웹젠, 하반기 신입사원 공개 채용…두 자릿수 규모",".........김주환 기자.기자 페이지............웹젠 신입사원 공개채용.[웹젠 제공. 재판매 및 DB 금지]..... (서울=연합뉴스) 김주환 기자 = 웹젠[069080]이 올해 하반기 신입사원 공개채용을 진행한다고 22일 밝혔다.. 채용 규모는 두 자릿수로, 웹젠 본사와 웹젠온네트의 게임사업·개발·기술·경영지원 등 24개 직무에서 선발한다.. 서류 접수는 이날부터 다음 달 10일까지 19일간 진행된다...광고.... 서류전형 이후 온라인 테스트와 실무면접·임원면접을 거쳐 합격한 사람은 내년 1월 초 입사한다.. 구체적인 채용 관련 정보는 웹젠 공식 채용 홈페이지에서 확인할 수 있다.. jujuk@yna.co.kr..제보는 카카오톡 okjebo..2023/09/22 10:19 송고.."
"윤재옥, '협상 파트너' 박광온 사퇴에 ""무거운 마음""",".........홍정규 기자.기자 페이지..........안채원 기자.기자 페이지.......""새로운 野 원내지도부 구성되면 민심으로 설득, 협조 구하겠다"".. (서울=연합뉴스) 홍정규 안채원 기자 = 국민의힘 윤재옥 원내대표는 22일 협상 파트너인 더불어민주당 박광온 원내대표의 전격 사퇴에 대해 ""무거운 마음""이라고 말했다.. 윤 원내대표는 이날 원내대책회의를 마치고 기자들과 만나 ""공적으로 협상 파트너이기도 하고, 인간적으로도 서로 많은 교감을 때로는 하기도 한 입장""이라며 이같이 밝혔다.. 윤 원내대표와 박 전 원내대표는 지난 4월 나란히 취임했다. 여야 간 첨예한 입장차 탓에 정국 현안들을 두고 맞섰지만, 사석에서는 격의 없이 지내는 사이로 알려져 있다. 둘 다 온화하고 합리적인 성품을 지닌 것으로 평가받는다...광고.... 윤 원내대표는 ""국회를 운영하다 보면 치열하게 언쟁하기도 하고, 표결이라는 절차를 통해 결론을 내리기도 하는데, 어제 체포동의안 가결과 관련해 민주당 원내지도부가 사퇴했다는 이야기를 듣고 마음이 가볍지 않다""고 아쉬워했다.. 이어 ""우리가 절대적으로 숫자가 부족하기 때문에 어려운 상황에서 협상을 진행해야 하고, 국회를 운영해야 한다""며 ""민주당에 새로운 원내지도부가 구성되면 민심으로 설득하고 협조를 구하겠다""고 덧붙였다.. 윤 원내대표는 다만, 이 대표 체포동의안 가결에 대해선 ""민심을 이길 수 없다. 민심을 반영하는 것이 국회의 책무이고, 의원의 책무이기도 하다. 그런 관점에서 이 문제를 바라봐야 한다""고 거듭 강조했다........회동 결과 설명하는 여야 원내대표.(서울=연합뉴스) 한상균 기자 = 더불어민주당 이재명 대표 체포동의안 표결을 앞둔 21일 국민의힘 윤재옥 원내대표와 민주당 박광온 원내대표가 국회 의장실에서 나오고 있다. 2023.9.21 xyz@yna.co.kr..... zheng@yna.co.kr..제보는 카카오톡 okjebo..2023/09/22 10:17 송고.."
"[게시판] 배우 강석우, 모교 동국대에 1천만원 기부",".........최원정 기자.기자 페이지............동국대 야구부 육성 기금 전달식.윤재웅 동국대 총장(왼쪽)과 배우 강석우 씨(오른쪽). [동국대 제공. 재판매 및 DB 금지]..... ▲ 배우 강석우씨가 22일 모교인 동국대에 야구부 육성 기금 1천만원을 기부했다. 연극영화과 77학번인 강씨는 ""앞으로 야구부가 좋은 성적을 꾸준히 거둘 수 있도록 보탬이 되고 싶다""고 말했다. (서울=연합뉴스)..광고......제보는 카카오톡 okjebo..2023/09/22 10:16 송고.."
부산항 추석연휴에도 정상 운영…상시 근무체계 유지,".......부산신항 터미널.[부산항만공사 제공]..... (부산=연합뉴스) 김상현 기자 = 부산해양수산청은 추석 연휴 기간 항만 물동량 처리 등 항만 이용에 차질이 없도록 27일부터 10월 3일까지 부산항 항만운영 특별대책을 수립, 운영한다고 22일 밝혔다.. 입출항 선박의 이·접안에 차질이 없도록 예선 업체와 도선사가 대기조를 편성해 평소 수준의 서비스를 제공하고, 선박 입출항 신고 등을 위한 항만물류정보시스템(Port-MIS)도 정상 운영한다.. 또 컨테이너 터미널과 일반 부두에서는 항만근로자 교대 휴무 등 상시 근무체계를 유지하기로 했다. 다만 추석 당일에는 이용자의 긴급 요청이 있을 경우에 제한적으로 하역작업을 할 예정이다...광고.... 선박급유업, 급수·화물고정·줄잡이 등 항만용역업, 선용품공급업 등 항만운송 관련 업체도 연휴 기간 대기 상태를 유지하고 서비스를 제공할 예정이다.. joseph@yna.co.kr..제보는 카카오톡 okjebo..2023/09/22 10:15 송고.."
음주운전 걸리자 운전자 바꿔치기 시도…20대 벌금 700만원,".........손현규 기자.기자 페이지............음주운전 단속(CG).[연합뉴스TV 제공. 재판매 및 DB 금지]..... (인천=연합뉴스) 손현규 기자 = 음주운전을 하다가 경찰에 적발되자 친구에게 부탁해 운전자 바꿔치기를 시도한 20대 남성이 벌금형을 선고받았다. . 인천지법 형사1단독 오기두 판사는 도로교통법상 음주측정 거부와 범인도피교사 혐의로 기소된 A(23)씨에게 벌금 700만원을 선고했다고 22일 밝혔다.. 오 판사는 또 범인도피 혐의로 함께 기소된 A씨의 친구 B(23)씨에게는 벌금 500만원을 선고했다...광고.... A씨는 지난해 12월 27일 오전 3시 37분께 인천시 서구 모텔 주차장에서 술을 마신 채 차량을 운전했지만 경찰의 음주측정 요구를 거부한 혐의 등으로 기소됐다.. 그는 신고를 받고 현장에 출동한 경찰관의 음주측정 요구를 3차례 거부한 뒤, 음주운전 사실을 숨기기 위해 B씨에게 휴대전화로 연락해 ""네가 운전했다고 (경찰관에게) 말해 달라""고 부탁했다.. B씨는 A씨가 시킨 대로 ""승용차를 몰고 모텔 주차장에 데려다준 뒤 나는 다시 병원에 갔다""고 허위 진술을 했다.. 오 판사는 ""피고인들의 범행 동기와 수법 등을 보면 죄질이 가볍지 않다""면서도 ""A씨는 초범이고 다시는 범행하지 않겠다고 다짐했다""고 설명했다.. 그러면서 ""B씨도 사기 등 혐의로 징역형을 선고받은 전력이 2차례 있지만 범인도피 교사로는 전과가 없는 점 등을 고려했다""고 양형 이유를 밝혔다. . son@yna.co.kr..제보는 카카오톡 okjebo..2023/09/22 10:14 송고.."
"'시진핑에 쓴소리' 덩샤오핑 장남, 中장애인연합회서 퇴진","..집단지도체제·도광양회 버린 시진핑과 '불화'…시진핑이 사퇴 유도 관측.. (서울=연합뉴스) 인교준 기자 = 중국 개혁개방의 '총설계사'인 덩샤오핑(鄧小平)의 장남 덩푸팡(鄧朴方·79)이 중국장애인연합회(CDPF) 명예 주석 자리에서 물러났다.. 22일 중국 관영통신인 신화사에 따르면 이틀 전 열린 연합회 제8차 전국대표대회에서 덩푸팡이 물러나고 양샤오두가 신임 CDPF 명예 주석으로 선임됐다. .......덩샤오핑의 장남 덩푸팡(왼쪽).[홍콩 사우스차이나모닝포스트 캡처. 재판매 및 DB 금지]..... 1944년 4월생인 덩푸팡은 1962년 베이징대 기술물리학과에 입학했으며, 1968년 문화대혁명 때 홍위병(문화혁명 초기 학생들을 중심으로 조직된 준군사조직)의 협박에 시달리다가 베이징의 한 건물 3층에서 몸을 던진 후 하반신이 마비됐다. ..광고.... 1988년 중국장애인연합회를 창설해 오랜 기간 주석과 명예 주석을 맡아왔다.. 중국 내 전체 장애인을 대표하는 이 연합회는 덩샤오핑이 배경에 있다는 점에서, 중국 최고 지도부도 함부로 하지 못할 정도로 위상이 높았다.. 특히 덩푸팡은 2018년 9월 열린 CDPF 총회에서 시 주석을 겨냥한 쓴소리를 쏟아내 관심을 끈 바 있다.. 그는 당시 ""우리는 사실에 기반을 두고 진실을 추구해야 하며, 냉철한 마음을 지니고 우리의 주제를 알아야 한다""며 ""우리는 거만하게 굴어서도 안 되며, 자신을 비하해서도 안 될 것""이라고 강조했다.. 그러면서 ""국제적인 불확실성이 날로 증가하고 있는 이때 우리는 평화와 발전의 방향을 고수해야 하며, 협력적이고 윈-윈(Win-win)을 추구하는 국제 환경을 조성해야 한다. 현재 가장 중요한 것은 중국 자체 문제에 적절하게 대처하는 것""이라고 역설했다.. 이런 작심 발언은 마오쩌둥(毛澤東)의 독재 폐해를 극복하기 위한 집단지도체제와 ""칼날의 빛을 감추고 어둠 속에서 실력을 기른다""는 도광양회(韜光養晦) 전략으로 미국과 충돌을 피하려 했던 부친의 노선에서 벗어난 시 주석을 겨냥한 것으로 읽혔다. . 2012년 제18차 공산당 전국대표대회(당 대회)를 계기로 당 총서기 겸 당 중앙군사위원회 주석, 국가 주석 자리에 오른 데 이어 2017년 19차 당대회로 2기 집권을 시작한 시진핑이 2018년 3월 개헌을 통해 장기 집권 의지를 드러낸 상황에서 덩푸팡의 이같은 견제 발언이 나왔다.. 당시 시 주석은 '중국몽'(中國夢)을 내세우며 미국과 갈등을 두려워하지 않는 과감하고 적극적인 외교정책으로 도광양회 전략 폐기를 공식화했다.. 그러면서 ""떨쳐 일어나 할 일은 한다""는 '분발유위'(奮發有爲)를 강조했다.. 이로써 중국 내에선 많은 지지를 얻었으나, 중국의 G2(주요 2개국) 부상이라는 미국의 경계심을 불러 미·중 무역전쟁이 본격화했다........시진핑 중국 국가주석.[연합뉴스 자료 사진]..... 주목할 대목은 덩푸팡의 5년 전 이 '쓴소리' 연설이 있기 이틀 전 열린 CDPF 개막식에 시 주석을 포함해 공산당 중앙정치국 상무위원 7명이 모두 참석했으나, 정작 연설 당일에는 모두 자리를 비웠다는 점이다.. 문제의 연설문은 CDPF 홈페이지에도 게재되지 않으며, 연설 내용은 한 달이 훨씬 지나고 나서 홍콩 사우스차이나모닝포스트(SCMP)가 보도했다.. 외교가에선 덩푸팡이 아직 명예 주석직을 수행할 수 있음에도 시 주석이 추후 반기를 들 가능성을 우려해 현직에서 물러나도록 한 것 아니냐는 관측이 나온다.. kjihn@yna.co.kr..제보는 카카오톡 okjebo..2023/09/22 10:13 송고.."
[옥천소식] 청성 경관 사진 최우수 김영수씨,.........박병기 기자.기자 페이지...... (옥천=연합뉴스) 충북 옥천군 청성면민협의회는 제2회 경관 사진 공모전 최우수상(일반부)에 김영수(대구)씨의 '보청천이 휘도는 장도리'를 선정했다고 22일 밝혔다........보청천이 휘도는 장도리.[청성면민협의회 제공. 재판매 및 DB금지]..... 학생부는 김세영(옥천)양의 '청성보와 상춘정'이 뽑혔다.. 이들에게는 각각 50만원과 20만원의 상금이 지급된다...광고.... 청성면민협의회는 지역의 아름다운 풍광을 발굴·홍보하기 위해 지난해부터 경관 사진전을 열고 있다.. 올해는 139점이 접수돼 12점이 우수작품으로 뽑혔다...제보는 카카오톡 okjebo..2023/09/22 10:12 송고..
"美해군, 무인 군함 서태평양 첫 배치…중국군 견제 나서",".........박진형 기자.기자 페이지.......'레인저' 등 58m 길이 USV 2척 日 요코스카 도착…미사일 공격도 가능........美해군, 무인 군함 '레인저' 서태평양 첫 배치.요코스카에 도착한 '레인저' [UPI=연합뉴스]..... (서울=연합뉴스) 박진형 기자 = 미국 해군이 중국 해군에 맞서 무인 군함을 동중국해·남중국해가 속한 서태평양 해역에 처음 배치, 미군의 인공지능(AI) 전력이 중국군을 본격적으로 견제하게 됐다.. 21일(현지시간) 미 일간 월스트리트저널(WSJ)에 따르면 미 해군의 무인수상정(USV) '레인저'와 '마리너'가 서태평양을 관할하는 미 제7함대 본부가 있는 일본 요코스카 해군기지에 이날 도착, 배치됐다.. 이들 USV는 약 58m 길이로 현재는 미사일을 탑재하지 않았지만, 미사일 모듈을 탑재하면 미사일 공격도 가능하다...광고.... 레인저는 2021년 상대방의 미사일 등을 요격하거나 상대 군함을 타격할 수 있는 SM-6 미사일을 시험 발사한 바 있다.. 이날 레인저에 탑승한 제러마이어 데일리 미 해군 중령은 자율적으로 작전을 수행하는 USV가 이보다 덩치가 큰 구축함 여러 대를 대체할 수 있다고 밝혔다.. 그는 ""예를 들어서 구축함 1척과 USV 2척이 구축함 3척을 대체할 수 있다. 이는 전력 승수 효과가 있다""고 강조했다........USV '레인저' 앞에서 연설하는 제러마이어 데일리 미 해군 중령.[UPI=연합뉴스]..... 미 해군이 레인저·마리너를 제7함대에 배치한 것은 날로 전력을 늘리면서 활동 반경을 넓히는 중국 해군을 상대하기 위한 것으로 보인다.. 최근 중국 해군은 전력 증강에 박차를 가한 결과 서태평양 일대에 배치된 군함 숫자에서 미 해군을 앞선 것으로 알려졌다.. 해군의 최정점인 대형 항공모함의 경우 미 제7함대는 1척뿐인 데 비해 중국 해군은 첫 항모 랴오닝함과 2번 항모 산둥함에 이어 작년 3번 항모 푸젠함 진수식을 갖는 등 숨 가쁘게 전력을 강화하고 있다.. 지난 4월에는 산둥함과 20여 척의 군함으로 이뤄진 항모전단이 대만과 괌 사이에서 해상훈련을 실시하는 등 중국 해군은 대만에 대한 압박 수위를 높이고 있다.. 이에 맞서 미 국방부는 중국 등 적대국의 위협에 대한 대응을 이유로 AI를 활용한 자율 무기체계 시스템을 향후 2년 이내에 완성하는 방안을 검토하고 있다고 WSJ이 이달 초 전했다.. 캐슬린 힉스 미 국방부 부장관도 지난달 말 한 행사에서 소모전이 가능한 수천 개의 저비용 AI 무인 자율 무기체계를 도입하겠다는 구상을 밝히면서 ""중국의 최대 장점인 양(mass)을 극복하는 데 도움이 될 것""이라고 설명했다.. 미 해군은 이전부터 USV를 실험해왔다.. 미 해군은 '태스크포스 59' 프로젝트를 통해 이란 해군을 감시하기 위해 사우디아라비아·이스라엘 등과 공조해 감시용 소형 USV를 중동 해역에 배치한 바 있다.. 레인저 등 USV 6척은 2018년 시작된 자율 작전 시스템을 해군에 통합하는 '유령함대 지배자'(Ghost Fleet Overlord) 계획의 일환이다.. 이들 USV는 중동에 배치된 상대적으로 단순한 소형 USV들보다 큰 규모에 정교한 센서를 더 많이 갖추고 있다고 WSJ은 덧붙였다........미 해군 무인 군함 '레인저'.[UPI=연합뉴스]..... jhpark@yna.co.kr...관련기사....美해군 ""무인 고속정 호르무즈 해협 항해…이란군과 충돌 없어"".中관영지 ""산둥함 전단, 5일간 대만 공격·서태평양 진출 훈련"".中, 대만 주변에 군함 20척 보내 해상 무력시위…""역대 최다"".""中 3호 항모 푸젠, 계류상태 테스트 순조…연내 항해 테스트"".....제보는 카카오톡 okjebo..2023/09/22 10:11 송고.."
"충남보건환경연구원 ""추석 성수식품 안전성 검사, 모두 적합""",".........김소연 기자.기자 페이지............추석 성수식품 안전성 검사하는 충남보건환경연구원 관계자.[충남도 제공. 재판매 및 DB 금지]..... (홍성=연합뉴스) 김소연 기자 = 충남도 보건환경연구원은 도내에서 유통되고 있는 추석 성수식품 52건에 대한 안전성 검사 결과 모두 적합한 것으로 나타났다고 22일 밝혔다.. 검사 대상은 떡류·면류·부침가루 등 가공식품 25건, 전·튀김류 16건, 굴비 등 수산물 11건 등 총 52가지다.. 가공식품은 보존료와 감미료 등 식품첨가물 사용 준수 여부, 금속성 이물 혼입 여부 등을 확인했다...광고.... 전·튀김류 조리식품은 황색포도상구균·살모넬라 등 식중독균, 수산물은 중금속 및 동물용의약품 등에 대해 검사한 결과 모두 기준치 이내로 파악됐다.. 김옥 도 보건화경연구원장은 ""민족 대명절인 한가위를 맞아 도민이 안전하고 건강한 추석을 보낼 수 있도록 명절에 많이 소비하는 식품에 대해 선제적으로 검사를 실시했다""고 말했다.. soyun@yna.co.kr..제보는 카카오톡 okjebo..2023/09/22 10:10 송고.."
"전직 연준 고위 관료들 ""미국의 연착륙 가능성 낮아""","..블룸버그 무역통계 ""세계 경기 연착륙 징후 없어""........도널드 콘 전 연준 부의장.브루킹스연구소 홈페이지 캡처..... (서울=연합뉴스) 이봉석 기자 = 전직 연방준비제도(Fed·연준) 고위 관료들이 미국 경제의 연착륙 가능성이 작은 것으로 내다봤다.. 도널드 콘 전 연준 부의장은 21일(현지시간) 정책연구기관인 미국기업연구소 주최 웨비나에서 ""연준이 '완벽한 연착륙'을 달성할 가능성은 작다""고 말했다.. 연준이 전날 금리 결정 후 실업률이 3.8%에서 내년 말 4.1%로 오르고 경제 성장률은 올해 2.1%에서 내년 1.5%로 줄어든다는 경제 전망을 내놓은 것을 염두에 둔 발언이다...광고.... 인플레이션은 올해 4분기 3.3%에서 내년 말 2.5%로 완화한다는 게 연준의 관측이다.. 현 브루킹스연구소 선임연구원인 콘 전 부의장은 ""그들(연준)은 지금까지 위축된 것보다 수요를 조금 더 위축시키고 노동 시장에 약간의 불황을 조성해야 할 것""이라고 덧붙였다.. 그러면서 소프트랜딩(연착륙)보다 덜 부드러운 '소프티시(softish) 랜딩'이 유력하다고 봤다........케빈 워시 전 연준 이사.후버연구소 홈페이지 캡처..... 케빈 워시 전 연준 이사도 같은 행사에서 6주 전보다 연착륙 가능성이 작다고 말했다.. 달러화가 강세를 보이고 에너지 가격이 상승 추세이며, 장기금리가 오르는 등의 요인 때문이다.. 하지만, 기준금리 추가 인상 전망과 관련해서는 두 전직 고위 관료가 다른 의견을 냈다.. 콘 전 부의장은 연준이 금리를 좀 더 올려야 할 것 같다고 말했지만, 워시 전 의장은 ""추가 인상이 필요하다고 생각하지 않는다""면서 금리가 최고점에 도달했을 가능성이 크다고 분석했다.. 블룸버그의 무역 통계(trade tracker)에 따르면 세계 경기의 연착륙 징후도 없는 것으로 분석됐다. . 8월 중순 기준 10가지 지표 가운데 6개가 정상 범위 이하로 나타난 것이다.. 지표 가운데 정상화하는 로스앤젤레스 항만 물동량은 큰 폭으로 하락한 한국의 수출 물량에 상쇄됐다. . 독일과 중국 같은 주요 경제국의 심리는 더 암울해졌다.. 블룸버그는 ""인플레이션과 실업률 진정 같은 청신호가 미국에 나타나고 있음에도 세계 공장들은 수요가 이미 있게 회복되기까지 시간이 걸릴 것이라고 예상하며 여전히 제조업 활동에 제동을 걸고 있다""고 진단했다.. anfour@yna.co.kr..제보는 카카오톡 okjebo..2023/09/22 10:09 송고.."
"aT ""차례상 비용 30만4천원…전통시장이 대형마트보다 저렴""",".........신선미 기자.기자 페이지............전통시장.[한국농수산식품유통공사 제공. 재판매 및 DB금지]..... (서울=연합뉴스) 신선미 기자 = 올해 추석 차례상 준비 비용은 평균 30만4천434원으로 조사됐다.. 지난해 추석 상차림 비용보다 4.0% 적은 수준이다.. 한국농수산식품유통공사(aT)는 지난 20일 전국 16개 전통시장과 34개 대형유통업체를 대상으로 추석 성수품 28개 품목의 가격 조사 결과를 22일 발표했다...광고.... 전통시장에서 장을 보면 26만6천652원, 대형유통업체에서 구매하면 34만2천215원으로 전통시장에서 준비하는 비용이 22.1% 저렴한 것으로 나타났다.. 품목별로는 작황 부진으로 공급량이 감소한 사과, 배 등 햇과일 가격이 작년보다 높고, 어획량 감소에 따라 참조기 가격이 올랐다.. 그러나 소고기의 경우 공급량 증가로 가격이 작년보다 낮았다.. 품목 수를 18개로 줄인 간소화 차례상을 차리는 데 필요한 비용은 평균 12만2천476원으로 집계됐다.. 간소화 차례상을 전통시장에서 준비할 때 드는 비용은 10만9천811원으로, 대형유통업체 이용 비용(13만5천141원)보다 적었다. . sun@yna.co.kr..제보는 카카오톡 okjebo..2023/09/22 10:09 송고.."
"농사 다 끝나고 주던 강원 농어업수당, 내년부터 농번기에 준다",".........박영서 기자.기자 페이지.......강정호 도의원, 문제 지적…7∼9월→4∼6월로 지급 시기 앞당겨........강정호(속초1) 강원특별자치도의원.[강원특별자치도의회 제공. 재판매 및 DB 금지]..... (춘천=연합뉴스) 박영서 기자 = 농사가 다 끝나고 지급되어온 강원도 농어업인 수당의 지급 시기가 내년부터 농번기로 당겨진다.. 22일 강원특별자치도의회 강정호(속초1) 의원에 따르면 도는 2021년부터 2년 이상 주소를 두고 농어업 경영체를 등록·유지 중인 농어업인을 대상으로 농어업인 수당 70만원을 지급하고 있다.. 수당은 올해까지 그해 3∼4월께 신청받아 6월까지 소득자료 검증 등을 거쳐 7∼9월 지급됐다...광고.... 강 의원은 농민단체와의 간담회를 통해 수당이 농번기에 지급돼야 농자재 구매 시기와 맞물려 농가 경비 절감에 도움이 된다는 점을 파악하고, 도에 수당 지급 시기를 앞당겨달라고 주문했다.. 이에 도는 내년부터 농어업인 수당 신청을 1∼2월께 받아 3월 중 검증 절차를 거쳐 상반기에 지급하기로 했다.. 강 의원은 ""농자재 구매 시기와 수당 지급 시기가 달라 민원이 많았던 게 사실""이라며 ""지급 시기를 조정함으로써 농가 경비 절감에 도움이 되기를 바란다""고 말했다.. conanys@yna.co.kr...관련기사....속초항연안여객터미널 민간사업허가 승인 취소…원상회복 명령.....제보는 카카오톡 okjebo..2023/09/22 10:08 송고.."
"파주시 ""추석 황금연휴에 파주로 놀러 오세요""",".........노승혁 기자.기자 페이지...... (파주=연합뉴스) 노승혁 기자 = 경기 파주시는 추석 연휴인 28일부터 다음 달 3일까지 주요 관광지와 시설을 대부분 정상 운영한다고 22일 밝혔다........파주 임진각 평화 곤돌라 와이어 로프.[파주시 제공. 재판매 및 DB 금지]..... 임진각 관광지 내 평화 곤돌라와 디엠지(DMZ) 생생누리, 독개다리, 평화누리 캠핑장 등은 추석 연휴에 모두 운영된다. . 임진각 평화 곤돌라는 28일부터 다음 달 3일까지 80세 이상 무료 탑승 행사를 진행한다...광고.... 황희·이이 선생 유적지와 파주 장릉·삼릉도 모두 정상 운영하며 연휴 기간 관광객들은 파주 장릉·삼릉을 무료로 입장할 수 있다. . 오두산통일전망대는 추석(29일) 당일 관람료가 무료다.. 율곡수목원 역시 휴무 없이 운영한다. 율곡수목원은 임진강의 풍경이 한눈에 내려다보이는 전망대, 아이들 놀이터도 있어 온 가족이 즐겁게 보낼 수 있다. . 애완동물은 입장이 제한되며 캠핑 의자는 설치할 수 없다. 돗자리와 간단한 도시락은 지참할 수 있다.. 헤이리 예술마을에서는 23일부터 다음 달 1일 '헤이리 국제음악제'가 열린다.. 클래식기타 연주회와 바이올린 연주회, 헤이리챔버오케스트라 음악회 등이 준비돼 있다. . 예매 등 자세한 사항은 헤이리 예술마을 누리집(www.heyri.net)에서 확인할 수 있다.. 국립민속박물관 파주관은 추석 당일만 휴관하며, 28일, 30일, 10월 1일 3일간 수장고의 특색을 반영한 추석 관련 즐길 거리를 선보인다. . '추석, 풍요롭게 모아보기' 체험을 통해 수장고에서 추석 관련 소장품을 관람하고 제시된 안내에 따라 그림으로도 표현해 볼 수 있다. . 휴무일은 비무장지대(DMZ) 평화관광(제3땅굴-도라전망대)은 28∼29일과 10월 2∼3일, 공릉관광지(공릉 캠핑장, 하니랜드)는 29일, 문화관광해설사 및 파주시티투어는 28∼30일이다. . nsh@yna.co.kr..제보는 카카오톡 okjebo..2023/09/22 10:07 송고.."
"HUG, 부산지역 4개 기관과 'BIFC 공공기관 통합협의체' 출범",".........권혜진 기자.기자 페이지.......기관별 우수성과 공유 등 협력 강화 추진........주택도시보증공사.[HUG 주택도시보증공사 홈페이지 캡처, 재판매 및 DB 금지]..... (서울=연합뉴스) 권혜진 기자 = 주택도시보증공사(HUG)는 기술보증기금, 한국남부발전, 한국자산관리공사, 한국주택금융공사 등 부산 문현금융단지 내 공공기관 4곳과 'BIFC 공공기관 통합협의체'를 출범했다고 22일 밝혔다.. BIFC는 기술보증기금을 제외한 나머지 기관이 입주한 부산국제금융센터의 영어 약자다.. 통합협의체는 정부의 '민간 혁신·성장 지원을 위한 공공기관 협력 강화' 정책을 효율적으로 지원하자는 취지로 출범했다...광고.... 참여 기관들은 2년마다 돌아가며 주관 운영을 맡아 혁신, 공정 채용, 규제개선, 기록물, 데이터, 동반성장 등 6개 분야에서 기관별 우수성과를 공유하고 협력 과제를 발굴할 예정이다.. 특히 기존의 공공기관 협의체가 주로 업무 단위별로 결성돼 분절적으로 운영되고 주기적인 소통이 어려운 한계점이 있었다는 인식에 따라 '통합협의체-다수 분과제' 형식으로 운영방식을 개선하기로 했다.. 또 구심점 역할을 수행하는 분과를 별도 지정함으로써 민간 성장 지원을 위한 상호 소통·협력을 강화하기로 했다.. HUG 관계자는 ""통합협의체 구축을 통해 다양한 분야에서 기관 간 협력을 끌어낼 수 있는 추진동력이 마련됐다""며 ""적극적인 소통·협력을 통해 실효성 있는 성과를 창출할 수 있도록 노력하겠다""고 밝혔다.. lucid@yna.co.kr..제보는 카카오톡 okjebo..2023/09/22 10:07 송고.."
"與, '허위인터뷰 인용' MBC PD수첩 제작진·TBS 신장식 고발키로",".........김연정 기자.기자 페이지.......""허위 인터뷰를 사실처럼 전제하고 그대로 방송해 尹 명예 훼손"".. (서울=연합뉴스) 김연정 기자 = 국민의힘은 22일 '대장동 허위인터뷰 의혹'과 관련, MBC 'PD수첩' 제작진과 TBS라디오 '신장식의 신장개업' 진행자였던 신장식 씨 등을 명예훼손 등 혐의로 경찰에 고발할 예정이라고 밝혔다.. 당 미디어정책조정특위·가짜뉴스괴담방지특위·미디어법률단은 보도자료를 통해 ""공영방송 시사 프로그램을 제작·진행하면서 김만배, 신학림의 허위 인터뷰 내용을 마치 사실인 것처럼 전제하고 허위 사실을 그대로 방송해 당 소속 대선후보의 명예를 크게 훼손했다""며 이같이 밝혔다.. 'PD수첩'과 관련해선 ""대선 바로 전날 대장동 사건의 몸통을 오도하는 내용의 가짜뉴스를 사실 확인을 제대로 하지 않고 퍼뜨렸다. 가짜뉴스 대선 공작의 전형""이라고 지적했다...광고.... 이들은 또 '신장식의 신장개업'에 대해 ""작년 2월22일 전날 보도된 JTBC '윤석열 수사 무마 의혹' 보도를 상세히 소개했다""""며 ""진행자 신장식 씨는 '윤석열 후보가 커피 한 잔 직접 타 줬다는 것 아니에요?', '중수2과장이 커피를 타 준다? 저는 처음 보는 장면이다. 그것도 피의자한테'라며 적극적으로 허위 사실을 인용해 유포했다""고 했다.. 그러면서 ""신씨는 2022년 3월7일 같은 프로그램에서 전날 뉴스타파의 '김만배-신학림 녹취록' 공개에 대해 상세히 소개하면서 가짜 인터뷰를 확대 재생산했다""고 덧붙였다........가짜뉴스 근절 공청회.(서울=연합뉴스) 한상균 기자 = 이동관 방송통신위원장이 19일 국회에서 열린 가짜뉴스 근절 입법청원 긴급공청회에서 참석자들과 기념촬영을 하고 있다. 오른쪽부터 국민의힘 대선 공작 게이트 진상조사단 유의동 단장, 조수진 의원, 이동관 위원장, 박성중 의원, 정우택 국회부의장, 박대출 정책위의장. 2023.9.19 xyz@yna.co.kr..... yjkim84@yna.co.kr..제보는 카카오톡 okjebo..2023/09/22 10:06 송고.."
서대문구 횡단보도 중앙에 시각장애인 위한 올록볼록 요철,".........김준태 기자.기자 페이지............서대문구 횡단보도 중앙에 시각장애인 위한 요철.[서대문구 제공. 재판매 및 DB 금지]..... (서울=연합뉴스) 김준태 기자 = 서울 서대문구(구청장 이성헌)는 시각장애인의 보행 안전 증진을 위해 횡단보도 중앙에 요철을 만드는 서대문형 횡단보도 개선 시범사업을 펼친다고 22일 밝혔다.. 대상은 관할 지역 내 간선도로인 거북골로·모래내로·세검정로 등 횡단보도 40곳이다.. 기존 횡단보도에는 음향신호기가 있지만 일반 보행로처럼 점자블록 같은 유도장치가 없어 시각장애인이 횡단보도를 따라 건너는 게 쉽지 않았다...광고.... 이에 구는 횡단보도 중앙부의 도로 표면에 홈을 파 시각장애인이 지팡이로 이곳을 짚으며 도로를 건널 수 있도록 했다. 점자블록처럼 볼록한 물체를 설치한 것이 아니라서 차량 통행에 불편을 초래하지는 않는다.. 구는 시각장애인 관련 단체의 의견을 들으면서 이 사업을 확대할 계획이다.. 이성헌 서대문구청장은 ""교통약자의 시선으로 시설물을 관찰하면서 누구에게나 차별 없는 안전한 서대문 보행환경을 조성하는 데 더욱 힘쓰겠다""고 말했다.. readiness@yna.co.kr..제보는 카카오톡 okjebo..2023/09/22 10:06 송고.."
